Client,Lobbyist,Lobbyist_Firm,Client_Phone,Client_Address,Client_Address_2,Client_City,Client_State,Client_Zip,Client_Location
One Vassar,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 982-7777,433 CALIFORNIA STREET,,SAN FRANCISCO,CA,94104,
Mr. Jerome L. Dodson,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,415-3623599,338 Spear Street,,San Francisco,CA,94105,
"Xerox Business Services, Llc And Its Affiliates","Johnston, Karin",Hms Associates,202-962-7849,"1800 M Street, NW",,Washington,DC,20036,
Cisco,"Clemens, Alex",Barbary Coast Consulting,4088539985,170 West Tasman Drive,,San Jose,CA,95134,
Al Shawa,"Lesser, Philip",Philip Lesser,415-509-8664,2441 Mission Street,,San Francisco,CA,94401,
Medjool Restaurant,"Tourk, Alex",Ground Floor Public Affairs,415-550-9055,2522 Mission Street,,San Francisco,CA,94111,
Meyer Capital,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 362-1546,"400 PACIFIC AVENUE, SUITE 2E",,SAN FRANCISCO,CA,94133,
Space Nk,"Jordan, Taylor",Barbary Coast Consulting,2129414235,99 Greene Street,,New York,NY,10012,
"Restoration Hardware, Inc.","Kirk, Laura",Platinum Advisors,415-921-1005,"15 KOCH ROAD, SUITE K",,CORTE MADERA,CA,94925,
Massoudi Consulting Engineers,"Junius, Andrew","Reuben, Junius & Rose, Llp",(650) 773â€”5844,"205 De Anza Blvd., No. 109",,San Mateo,CA,94402,
Ahi Mahi Enterprise Llc,"Junius, Andrew","Reuben, Junius & Rose, Llp",909-861-8868,"21700 Copley Dr., Ste. 170",,Diamond Bar,CA,91765,
"Dolby Laboratories, Inc.","Clemens, Alexander",Lighthouse Public Affairs,(415) 645-5124,1275 MARKET STREET,,SAN FRANCISCO,CA,94105,
Sutter Health,"Hayward, A. Boe",Lighthouse Public Affairs,(916) 733-8800,2200 RIVER PLAZA DRIVE,,SACRAMENTO,CA,95833,
Hearst Corp.,"Peterson, Rich H.",Lighthouse Public Affairs,(212) 649-2000,300 W. 57TH STREET,,NEW YORK,NY,10019,
Civil Sidewalks,"Tourk, Alex",Ground Floor Public Affairs,415-291-9501,PO BOX 77151,,San Francisco,CA,94107,
Apa Potrero Llc,"Kevlin, John","Reuben, Junius & Rose, Llp",415-771-4800,"601 Van Ness, Suite E441",,San Francisco,CA,94102,
"Jessie Street, Llc","Gregg, Andrew",Self,415 412 8648,12 Corte Del Rey,,San Rafael,CA,94903,
Pacific Gas And Electric Company,"Smith, Ontario",Pacific Gas And Electric Company,4153896800,77 Beale Street,,San Francisco,CA,94177,
"Ch2m Hill, Inc.","Peterson, Rich",Goodyear Peterson Hayward & Associates,(888) 242-6445,9191 SOUTH JAMAICA STREET,,ENGLEWOOD,CO,80112,
Legends Billiards,"Cassolato, Stefano",Sgc Strategic Communications,415-335-9228,1948 Ocean Ave.,,San Francisco,CA,94127,
Edward Shoikhet,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,438 Kirkham Street,,San Francisco,CA,94122,
Hearst Corporation,"Noyola, David",Platinum Advisors,(415) 777-8196,"5 THIRD STREET, SUITE 200",,SAN FRANCISCO,CA,94103,
7x7 Development,"Gruwell, Chris",Platinum Advisors,415-297-2258,"3450 SACRAMENTO STREET, SUITE 512",,SAN FRANCISCO,CA,94118,
California Music And Culture Association,"Edgette, Frieda",Barbary Coast Consulting,415-362-1215,260 California Street,,San Francisco,CA,94111,
Hines Corporation,"Catalano, Tuija","Reuben, Junius & Rose, Llp",4159826200,101 California Street,,San Francisco,CA,94111,
Space Nk,"Rossi, Jaime",Barbary Coast Consulting,2129414235,99 Greene Street,,New York,NY,10012,
Telegraph Hill Associates,"Cassolato, Stefano",Sgc Strategic Communications,415-948-3839,2241 Chestnut Street,,San Francisco,CA,94123,
"Hsre-Bw Lakeside Mob, Llc","Knight, Jody","Reuben, Junius & Rose, Llp",310-405-7805,"2029 Century Park E., Ste. 2920",,Los Angeles,CA,90067,
United Service Workers West,"Owen, David",Platinum Advisors,213-284-7705,828 W. WASHINGTON BLVD,,LOS ANGELES,CA,90015,
"Hutchin Hill Capital, Lp","Bush, Marielle","Hutchin Hill Capital, Lp",6466162127,142 WEST 57TH STREET,,NEW YORK,NY,10019,
Urs Corporation,"Piccini, Jacqueline",Platinum Advisors,415-774-2700,600 MONTGOMERY STREET,,SAN FRANCISCO,CA,94111,
"Hudson 275 Brannan, Llc","Gregg, Andrew",Self,(415) 315-9434,121 Spear Street,,San Francisco,CA,94105,
Victory Automotive Group,"Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(415) 732-7700,"46352 MICHIGAN AVE, 2ND FLOOR",,CANTON,MI,48188,
"Nick Podell, Inc.","Jones, Dwayne",Platinum Advisors,650-581-6600,"1201 HOWARD AVENUE, SUITE 201",,BURLINGAME,CA,94010,
At&t,"Owen, David",Platinum Advisors,916-341-3414,"1215 K STREET, SUITE 1800",,SACRAMENTO,CA,95814,
Ygrene,"Kirk, Laura",Platinum Advisors,877-819-4736,900 COLLEGE AVENUE,,SANTA ROSA,CA,95404,
New South Parking,"Newman, John",John Newman,201-233-1740,P O Box 60751,,Houston,TX,77205,
Knut Akseth,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 298-9880,1475 FAIRFAX AVENUE,,SAN FRANCISCO,CA,94124,
"301 Sixth Street Associates, Llc","Frattin, Daniel","Reuben, Junius & Rose, Llp",415-392-2012,27 Maiden Lane,,San Francisco,CA,94108,
San Francisco Hospital Council,"Clemens, Alex",Barbary Coast Consulting,(415) 616-9990,"235 Montgomery Street, Suite 1158",,San Francisco,CA,94104,
La Salle Hotel Properties,"Jordan, K. Taylor",Lighthouse Public Affairs,(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
Forest City,"Johnston, Karin",Hms Associates,415-836-5980,875 Howard Street,,San Francisco,CA,94103,
Sfciti: San Francisco Citizens Initiative For Technology And Innovation,"Tourk, Alex",Ground Floor Public Affairs,415-291-9501,"58 2nd Street, 4th Floor",,San Francisco,CA,94105,
Zipcar,"Crowley, Coleen",Platinum Advisors,415-495-7478,191 2ND STREET,,SAN FRANCISCO,CA,94107,
Migsif Llc,"Gladstone, Brett",Hanson Bridgett Llp,(650) 357-1400,"3182 CAMPUS DRIVE, SUITE 110",,SAN MATEO,CA,94403,
Brown And Caldwell,"Noyola, David G.",Noyola Piccini Group,(415) 552-5849,1390 MARKET STREET,,SAN FRANCISCO,CA,94102,
Cerner Corporation,"Piccini, Jacqueline",Platinum Advisors,816-221-1024,2800 ROCKCREEK PKWY,,NORTH KANSAS CITY,MO,64117,
Ch2m-Hill,"Potashner, Eric",Platinum Advisors,510-251-2426,"155 GRAND AVENUE, SUITE 1000",,OAKLAND,CA,94612,
Blã¼m,"Urbano, Isabel",Isabel Urbano,(510) 338-3632,578 W Grand Ave,,Oakland,CA,94612,
Bently Holdings,"Gladstone, Brett",Hanson Bridgett Llp,415 288-0202,"240 Stockton, 3rd Floor",,San Francisco,CA,94108,
3636 21st Street,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,3636 21ST STREET,,SAN FRANCISCO,CA,94114,
Align Capital Partners,"Brooks, Alex","Csp Securities, Lp",214-717-1809,3811 Turtle Creek Blvd.,,Dallas,TX,75219,
Blue Bottle Coffee,"Dorsey, Matt",Lighthouse Public Affairs,(510) 653-3394,300 WEBSTER STREET,,OAKLAND,CA,94607,
Safeway Inc,"Smith, Kimberly",Kls Consulting,925-467-3063,5918 Stoneridge Mall Rd,,Pleasanton,CA,94588-3229,
The Hamlin School,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 674-5417,2120 BROADWAY STREET,,SAN FRANCISCO,CA,94115,
At&t California,"Goodyear, Charles","Goodyear Peterson Hayward & Associates, Llc",(415) 778-1250,"525 MARKET STREET, ROOM 1946",,SAN FRANCISCO,CA,94105,
"San Francisco Self Storage Iii, Llc","Silverman, David","Reuben, Junius & Rose, Llp",925-838-6710,"140 Town & Country Drive,",,Danville,CA,94526,
David Dewilde,"Junius, Andrew","Reuben, Junius & Rose, Llp",4154400415,2650 Green Street,,San Francisco,CA,94123,
Athleta,"Smolens, H. Marcia",Hms Associates,707-559-2200,1450 Technology Lane,,Petaluma,CA,94954,
500 Third Street Associates,"Junius, Andrew","Reuben, Junius & Rose, Llp",4157783900,500 3rd St.,,San Francisco,CA,94107,
Boston Properties Limited Partnership,"Piccini, Jacqueline",Platinum Advisors,415-772-0701,"FOUR EMBARCADERO CENTER, SUITE 1",,SAN FRANCISCO,CA,94111,
Equity Residential,"Piccini, Jacqueline",Platinum Advisors,(415) 771-6647,"333 THIRD STREET, SUITE 210",,SAN FRANCISCO,CA,94107,
"Asana Partners, Llc","Swanezy, Susan",Hodes Weill & Associates,704 423 1670,1616 Camden Road,,Charlotte,NC,28203,
John Moroney,"Gladstone, Brett",Hanson Bridgett Llp,(415) 987-1754,P. O. Bopx 14092,,San Francisco,CA,94114,
"Dolby Laboratories, Inc.","Hayward, A. Boe",Lighthouse Public Affairs,(415) 645-5124,1275 MARKET STREET,,SAN FRANCISCO,CA,94105,
Salesforce,"Frattin, Daniel","Reuben, Junius & Rose, Llp",800-637-6389,50 Fremont Street,,San Francisco,CA,94105,
Mark Solit,"Frattin, Daniel","Reuben, Junius & Rose, Llp",4155679000,Solit Interests Group,,Orinda,CA,94563,
Zynga,"Gruwell, Chris",Platinum Advisors,415-252-9555,365 VERMONT STREET,,SAN FRANCISCO,CA,94107,
Altschool,"Noyola, David",Platinum Advisors,415-255-9766,1245 FOLSOM STREET,,SAN FRANCISCO,CA,94103,
Wireless Partners Inc,"Loeven, Lewis",Loeven And Associates Llc,425-829-1083,26950 SE 22nd Way,,Sammamish,WA,98075,
Beer Institute,"Owen, David",Platinum Advisors,202-737-2337,"122 C STREET NW, SUITE 350",,WASHINGTON,DC,20001,
Board Of Directors Of San Francisco Zoological Society,"Potashner, Eric",Platinum Advisors,415-576-2302,1 ZOO ROAD,,SAN FRANCISCO,CA,94132,
King Street Capital Management Lp,"Casey, William",King Street Capital Management Lp,212-812-3100,65 East 55th Street,,New York,NY,10022,
Eaglerider,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,11860 SOUTH LA CIENEGA BLVD.,,HAWTHORNE,CA,90250,
Shorentstein Properties Llc,"Gregg, Andrew",Self,415-772-7147,235 Montgomery Street,,San Francisco,CA,94104,
"Uniqlo/fast Retailing Usa, Inc.","Peterson, Rich",Goodyear Peterson Hayward & Associates,1-877-486-4756,"450 WEST 14TH STREET, 7TH FLOOR",,NEW YORK,NY,10014,
Nick Podell Company,"Vettel, Steve",Farella Braun And Martel,(415) 296-8800,Four Embarcadero Center,,San Francisco,CA,94111,
Strada,"Dorsey, Matt",Lighthouse Public Affairs,(415) 263-9150,"100 SPEAR STREET, SUITE 2080",,SAN FRANCISCO,CA,94105,
"Ch2m Hill, Inc.","Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(888) 242-6445,9191 SOUTH JAMAICA STREET,,ENGLEWOOD,CO,80112,
Salesforce,"Rheaume, David",Salesforce,415-903-2800,The Landmark @ One Market,,San Francisco,CA,94105,
"Comcast Cable Communications, Inc.","Johnston, Karin",Hms Associates,925-973-7035,12647 Alcosta Blvd.,,San Ramon,CA,94583,
Mark And Laurie Fusia,"Gladstone, Brett",Hanson Bridgett Llp,(415) 989-0700,131 Bay Street,,San Francisco,CA,94133,
"Foster Interstate Media, Inc.","Mogi, Viva",Platinum Advisors,415-538-7070,"PIER 26 ANNEX, THE EMBARCADERO",,SAN FRANCISCO,CA,94105,
Oceanwide Holdings,"Clemens, Alexander",Lighthouse Public Affairs,(415) 518-0959,"888 FIRST STREET, 6TH FLOOR",,SAN FRANCISCO,CA,94105,
Yau Huang And Tsu Fran Huang,"Kelly, Susanne",Hanson Bridgett Llp,310-699-5588,"1600 Webster St., Unit 305",,San Francisco,CA,94115,
Victory Automotive Group,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,"46352 MICHIGAN AVE, 2ND FLOOR",,CANTON,MI,48188,
At&t,"Mcneely, Kenneth P.",At&t,415-778-1200,525 Market Street,,San Francisco,CA,94105,
Tishman Speyer,"Noyola, David G.",Noyola Piccini Group,(415) 536-1850,"ONE BUSH STREET, SUITE 450",,SAN FRANCISCO,CA,94104,
"Square, Inc.","Tourk, Alex",Ground Floor Public Affairs,415-413-7449,1455 Market St. Suite 600,,San Francisco,CA,94103,
Sf Parks Alliance,"David, Todd",Self,415-621-3260,1663 Mission ST,,San Francisco,CA,94103,
Salesforce,"Kahn, Cameron",Salesforce,4159032800,The Landmark @ One Market,,San Francisco,CA,94105,
Sf Waterfront Partners,"Johnston, Karin",Hms Associates,415-675-2101,Pier 3,,San Francisco,CA,94111,
San Francisco Waterfront Partners,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-675-2101,"Pier 1, Bay 2",,San Francisco,CA,94111,
San Francisco Federal Credit Union,"Rossi, Jaime",Barbary Coast Consulting,415.359.2915,770 Golden Gate Avenue,,San Francisco,CA,94102,
Tcig,"Junius, Andrew","Reuben, Junius & Rose, Llp",415567900,1650 Jackson,,San Francisco,CA,94109,
Incus Capital,"Tam, Paul",Mercury Capital Advisors,646-786-8061,Calle Manuel Cortina 2,,Madrid,NY,28010,
Sf Armory,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,1800 MISSION STREET,,SAN FRANCISCO,CA,94103,
Motorola Solutions,"Noyola, David",Platinum Advisors,847-576-5000,"224 SOUTH MICHIGAN AVENUE, 7TH FLOOR",,CHICAGO,IL,60604,
Lasalle Hotel Properties,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
La Salle Hotel Properties,"Bell, Veronica N.",Lighthouse Public Affairs,(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
Zacks & Freedman,"Piccini, Jacqueline",Platinum Advisors,4159568100,235 MONTGOMERY STREET SUITE 400,,SAN FRANCISCO,CA,94104,
San Francisco Parks Alliance,"Goodyear, Charles","Goodyear Peterson Hayward & Associates, Llc",(415) 621-3260,451 HAYES STREET,,SAN FRANCISCO,CA,94102,
Victory Automotive Group,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,"46352 MICHIGAN AVE, 2ND FLOOR",,CANTON,MI,48188,
Lasalle Hotel Properties,"Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
Monogram Residential,"Knight, Jody","Reuben, Junius & Rose, Llp",4155679000,Monogram Residential Trust,,Plano,TX,75024,
American Airporter Shuttle,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc",415 202 0733,819 ELLIST STREET,,SAN FRANCISCO,CA,94109,
Sims Metal Management,"Madden, Marc",Marc Madden,5104125336,600 South Fourth,,Richmond,CA,94804,
Jeremy Ricks,"Sullivan, Tara N.","Reuben, Junius & Rose, Llp",8587523375,"735 Montgomery St., Ste. 350",,San Francisco,CA,94111,
The Cambay Group,"Young, Marcus",Young And Associates,925-933-1405,2999 Oak Road,,Walnut Creek,CA,94567,
"Bluxome Partners, Llc","Kevlin, John","Reuben, Junius & Rose, Llp",760-214-8753,"185 Berry Street, Suite 1200",,San Francisco,CA,94107,
Dag Ventures,"Tam, Paul",Mercury Capital Advisors,646-786-8061,251 Lytton Avenue,,Palo Alto,CA,94301,
Urban School,"Rossi, Jaime",Barbary Coast Consulting,4156262919,1563 Page Street,,San Francisco,CA,94117,
Hearst Corp.,"Clemens, Alexander",Lighthouse Public Affairs,(212) 649-2000,300 W. 57TH STREET,,NEW YORK,NY,10019,
Veolia Water North America,"Owen, David",Platinum Advisors,650-342-3727,1103 AIRPORT BOULEVARD,,BURLINGAME,CA,94010,
City Of San Francisco Ellis O'farrell Parking Corporation,"Newman, Paul",Keil And Connolly,415-986-4800,123 O Farrell Street,,San Francisco,CA,94102,
Related California,"Davis, Evette",Bergdavis Public Affairs,949-660-7272,18201 Von Karman Ave.,,Irvine,CA,92612,
University High School,"Tourk, Alex",Ground Floor Public Affairs,415-447-3100,3065 Jackson Street,,San Francisco,CA,94115,
Eaglerider,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,11860 SOUTH LA CIENEGA BLVD.,,HAWTHORNE,CA,90250,
Mark Cavagnero Associates,"Owen, David",Platinum Advisors,415-398-6944,1045 SANSOME STREET,,SAN FRANCISCO,CA,94111,
Menlo Equities,"Junius, Andrew","Reuben, Junius & Rose, Llp",650-289-1703,490 California Avenue,,Palo Alto,CA,94306,
Uber Technologies,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(866) 576-1039,706 MISSION STREET,,SAN FRANCISCO,CA,94103,
"Blackrock, Inc.","Berg, Jessica",Bergdavis Public Affairs,415-670-2000,400 Howard Street,,San Francisco,CA,94105,
California Pacific Medical Center,"Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(415) 600-7690,"633 FOLSOM STREET, 7TH FLOOR",,SAN FRANCISCO,CA,94107,
Market Street Place,"Jordan, K. Taylor",Lighthouse Public Affairs,(214) 561-8800,"8343 DOUGLAS AVENUE, SUITE 200",,DALLAS,TX,75225,
Sills Family Foundation,"Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,"1 BUSH STREET, #600",,SAN FRANCISCO,CA,94104,
T. Y. Lin International,"Rodman, Caroline",T. Y. Lin International,(415) 291-3759,Two Harrison Street,,San Francisco,CA,94105,
Veolia Transportation,"Kaufman, Jon",Solem & Associates,415-351-7010,"68 12th Street, Suite 100",,San Francisco,CA,94103,
Sparc,"Noyola, David",Platinum Advisors,415-252-7727,1256 MISSION STREET,,SAN FRANCISCO,CA,94114,
"Rajputana Hospitality Investments, Llc","Rossi, Jaime",Barbary Coast Consulting,415-606-5150,415 O'Farrell St.,,San Francisco,CA,94102,
Rajen Shah,"Angelis, Chloe","Reuben, Junius & Rose, Llp",650-444-4255,275 Los Altos Ct.,,Los Altos,CA,94022,
Madison International,"Chen, Michael",Madison International,212-688-8777,410 Park Avenue,,New York,NY,10022,
San Francisco Day School,"Reuben, James","Reuben, Junius & Rose, Llp",415-568-3605,350 Masonic Avenue,,San Francisco,CA,94118,
Teamsters Local 665,"Kirk, Laura",Platinum Advisors,4157327700,"1500 FRANKLIN STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94109,
Tobacco Free Kids Action Fund,"Piccini, Jacqueline",Platinum Advisors,(202) 296-5469,"1400 EYE STREET, N.W. SUITE 1200",,WASHINGTON,DC,20005,
Zynga,"Potashner, Eric",Platinum Advisors,415-252-9555,365 VERMONT STREET,,SAN FRANCISCO,CA,94107,
Divisadero Hayes Llc,"Silverman, David","Reuben, Junius & Rose, Llp",4156615300,"West & Prasker Realtors, Inc.",,San Francisco,CA,94122,
181 Fremont  Llc,"Lapointe, Denise",Lapointe And Associates,415-263-7400,4 Embarcadero Suite 3620,,San Francisco,CA,94111,
Magnetar Capital Llc,"Hojnacki, Jeffrey",Magnetar Capital Llc,(847) 905-4690,1603 Orrington Ave,,Evanston,IL,60201,
Pet Food Express,"Cheng, Claudine",Claudine Cheng Consultants,510-924-3300,500 85th Avenue,,Oakland,CA,94621,
Accela,"Kirk, Laura",Platinum Advisors,925-560-6577,"4160 DUBLIN BOULEVARD, SUITE 128",,DUBLIN,CA,94568,
Supershuttle,"Crowley, Coleen",Platinum Advisors,650-246-2785,30 ADRIAN COURT,,BURLINGAME,CA,94010,
Au Energy,"Hayward, A. Boe",Lighthouse Public Affairs,(510) 270-3410,41805 ALBRAE STREET,,FREMONT,CA,94538,
Thompson Dorfman Llc,"Angelis, Chloe","Reuben, Junius & Rose, Llp",415-381-3028,"39 Forrest St., Ste. 201",,Mill Valley,CA,94941,
"Oceanwide Center, Llc","Reuben, James","Reuben, Junius & Rose, Llp",4152438690,88 First Street,,San Francisco,CA,94105,
Atkins,"Piccini, Jacqueline",Platinum Advisors,916-553-3244,"1200 SECOND STREET, SUITE 200",,SACRAMENTO,CA,95814,
"Waste Management, Inc.","Kaufman, Jon",Solem & Associates,510-613-2142,172 98th Avenue,,Oakland,CA,94603,
Potrero Partners Llc,"Smolens, H. Marcia",Hms Associates,650-348-3232,445 Virginia Avenue,,San Mateo,CA,94402,
Shorenstein,"Gruwell, Chris S.",New Deal Advisers,(415) 956-5555,"50 CALIFORNIA STREET, #870",,SAN FRANCISCO,CA,94111,
Postcard Capital Llc,"Tunny, Thomas","Reuben, Junius & Rose, Llp",415-292-2601,2044 Union Street,,San Francisco,CA,94123,
Cvs Pharmacy,"Davis, Evette",Bergdavis Public Affairs,818 880-4400,5850 Canoga Avenue,,Woodland Hills,CA,91367,
San Francisco Parks Alliance,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(415) 621-3260,451 HAYES STREET,,SAN FRANCISCO,CA,94102,
Jfcs,"Daniller-Katz, Gia",Daniller Consulting Inc.,415-449-1200,2150 Post Street,,San Francisco,CA,94115,
Redwood Mortgage Investors Viii,"Gladstone, Brett",Hanson Bridgett Llp,(650) 365-5341,"900 Veterans Blvd., Suite 500",,Redwood City,CA,94063,
Accela,"Piccini, Jacqueline",Platinum Advisors,925-560-6577,"4160 DUBLIN BOULEVARD, SUITE 128",,DUBLIN,CA,94568,
One Medical Group,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc",(415) 578-3100,130 SUTTER STREET,,SAN FRANCISCO,CA,94104,
"Facebook, Inc.","Salazar, Juan","Facebook, Inc.",4153896800,1601 Willow Road,,Menlo Park,CA,94025,
Teamsters Local #665,"Gruwell, Chris S.",New Deal Advisers,(415) 728-0811,"1500 FRANKLIN STREET, 3RD FLOOR",,SAN FRANCISCO,CA,94109,
Red & White Fleet,"Goodyear, Charles","Goodyear Peterson Hayward & Associates, Llc",(415) 673-2900,PIER 43 1/2,,SAN FRANCISCO,CA,94133,
"F&f Investors, Llc","Guehring, Ross E.",Lighthouse Public Affairs,(650) 520-5251,33 FALMOUTH,,SAN FRANCISCO,CA,94107,
Golden State Warriors,"Gruwell, Chris",Platinum Advisors,510-986-2200,1011 BROADWAY,,OAKLAND,CA,94607,
"Ares Commercial Properties, Inc.","Gladstone, Brett",Hanson Bridgett Llp,415-899-1590,"695 Delong Ave., Ste. 260",,Novato,CA,94945,
Lion Enterprises Llc,"Gladstone, Brett",Hanson Bridgett Llp,415-995-5065,"2525 16th St., Bldg Office, 1st Floor",,San Francisco,CA,94103,
Webcor Builders,"Jones, Dwayne",Platinum Advisors,650-349-2727,"951 MARINERS ISLAND BOULEVARD, 7TH FLOOR",,SAN MATEO,CA,94404,
"Livenation, Matt","Berg, Jessica",Bergdavis Public Affairs,415-776-4702,1111 California Street,,San Francisco,CA,94108,
One Vassar,"Jordan, Taylor",Barbary Coast Consulting,4159827777,433 California Street,,San Francisco,CA,94104,
Oracle,"Gruwell, Chris",Platinum Advisors,650-506-7000,500 ORACLE PARKWAY,,REDWOOD SHORES,CA,94065,
At&t,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 778-1250,"525 MARKET STREET, ROOM 1946",,SAN FRANCISCO,CA,94105,
Uber Technologies Inc.,"Kirk, Laura",Platinum Advisors,877-223-8023,"1455 MARKET STREET, 4TH FLOOR",,SAN FRANCISCO,CA,94103,
Acadia Realty Trust,"Frattin, Daniel","Reuben, Junius & Rose, Llp",9142883379,1311 Mamaroneck Avenue,,White Plains,NY,10605,
Keiwit Building Group,"Young, Marcus",Young And Associates,808-457-4500,650 Iwilei Road,,Honolulu,HI,96817,
Orchard Garden Inc.,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,665 Bush Street,,San Francisco,CA,94108,
